board,turn,move_num,result,result_scaled,result_scaled_tempo
rnb1k2r/ppppqppp/4pn2/8/2PP4/5N2/PP1KPPPP/RN1Q1B1R w kq - 1 6,True,6,0,0,0
rnb1k2r/ppppqppp/4pn2/8/2PP4/2N2N2/PP1KPPPP/R2Q1B1R b kq - 2 6,False,6,2,2.25,2.228
rnb1k2r/ppp1qppp/4pn2/3p4/2PP4/2N2N2/PP1KPPPP/R2Q1B1R w kq - 0 7,True,7,0,0,0
rnb1k2r/ppp1qppp/4pn2/3P4/3P4/2N2N2/PP1KPPPP/R2Q1B1R b kq - 0 7,False,7,2,2.25,2.228
rnb1k2r/ppp1qppp/4p3/3n4/3P4/2N2N2/PP1KPPPP/R2Q1B1R w kq - 0 8,True,8,0,0,0
rnb1k2r/ppp1qppp/4p3/3n4/3P4/2N2N2/PP2PPPP/R2QKB1R b kq - 1 8,False,8,2,2.25,2.228
rnb1k2r/ppp1qppp/4p3/8/3P4/2n2N2/PP2PPPP/R2QKB1R w kq - 0 9,True,9,0,0,0
rnb1k2r/ppp1qppp/4p3/8/3P4/2P2N2/P3PPPP/R2QKB1R b kq - 0 9,False,9,2,2.25,2.228
rnb1k2r/p1p1qppp/1p2p3/8/3P4/2P2N2/P3PPPP/R2QKB1R w kq - 0 10,True,10,0,0,0
rnb1k2r/p1p1qppp/1p2p3/8/Q2P4/2P2N2/P3PPPP/R3KB1R b kq - 1 10,False,10,2,2.25,2.228
rnb1k2r/p3qppp/1pp1p3/8/Q2P4/2P2N2/P3PPPP/R3KB1R w kq - 0 11,True,11,0,0,0
rnb1k2r/p3qppp/1pp1p3/4N3/Q2P4/2P5/P3PPPP/R3KB1R b kq - 1 11,False,11,2,2.25,2.228
rn2k2r/pb2qppp/1pp1p3/4N3/Q2P4/2P5/P3PPPP/R3KB1R w kq - 2 12,True,12,0,0,0
rn2k2r/pb2qppp/1pp1p3/4N3/Q2P4/2P2P2/P3P1PP/R3KB1R b kq - 0 12,False,12,2,2.25,2.228
rn2k2r/pb2q1pp/1pp1pp2/4N3/Q2P4/2P2P2/P3P1PP/R3KB1R w kq - 0 13,True,13,0,0,0
rn2k2r/pb2q1pp/1pp1pp2/8/Q2P2N1/2P2P2/P3P1PP/R3KB1R b kq - 1 13,False,13,2,2.25,2.228
rn3rk1/pb2q1pp/1pp1pp2/8/Q2P2N1/2P2P2/P3P1PP/R3KB1R w - - 2 14,True,14,0,0,0
rn3rk1/pb2q1pp/1pp1pp2/8/Q2P4/2P2P2/P3PNPP/R3KB1R b - - 3 14,False,14,2,2.25,2.228
rn3r1k/pb2q1pp/1pp1pp2/8/Q2P4/2P2P2/P3PNPP/R3KB1R w - - 4 15,True,15,0,0,0
rn3r1k/pb2q1pp/1pp1pp2/8/Q2P4/2P2P2/P3PNPP/2R1KB1R b - - 5 15,False,15,2,2.25,2.228
rn3r1k/pb2q1pp/1pp1p3/5p2/Q2P4/2P2P2/P3PNPP/2R1KB1R w - - 0 16,True,16,0,0,0
rn3r1k/pb2q1pp/1pp1p3/5p2/Q2P4/2PN1P2/P3P1PP/2R1KB1R b - - 1 16,False,16,2,2.25,2.228
r4r1k/pb1nq1pp/1pp1p3/5p2/Q2P4/2PN1P2/P3P1PP/2R1KB1R w - - 2 17,True,17,0,0,0
r4r1k/pb1nq1pp/1pp1p3/5p2/Q2P4/2PN1P2/P3PKPP/2R2B1R b - - 3 17,False,17,2,2.25,2.228
r4r1k/pb1nq1pp/1pp1p3/8/Q2P1p2/2PN1P2/P3PKPP/2R2B1R w - - 0 18,True,18,0,0,0
r4r1k/pb1nq1pp/1pp1p3/8/Q2P1p1P/2PN1P2/P3PKP1/2R2B1R b - - 0 18,False,18,2,2.25,2.228
r4r1k/pb1nq1pp/1p2p3/2p5/Q2P1p1P/2PN1P2/P3PKP1/2R2B1R w - - 0 19,True,19,0,0,0
r4r1k/pb1nq1pp/1p2p3/2p4P/Q2P1p2/2PN1P2/P3PKP1/2R2B1R b - - 0 19,False,19,2,2.25,2.228
r4r1k/pb1nq1p1/1p2p2p/2p4P/Q2P1p2/2PN1P2/P3PKP1/2R2B1R w - - 0 20,True,20,0,0,0
r4r1k/pb1nq1p1/1p2p2p/2p4P/Q2P1p2/2PN1P2/P3PKP1/3R1B1R b - - 1 20,False,20,2,2.25,2.228
1r3r1k/pb1nq1p1/1p2p2p/2p4P/Q2P1p2/2PN1P2/P3PKP1/3R1B1R w - - 2 21,True,21,0,0,0
1r3r1k/pb1nq1p1/1p2p2p/2p4P/Q2P1p2/2PN1P1R/P3PKP1/3R1B2 b - - 3 21,False,21,2,2.25,2.228
1r3r1k/pb1n2p1/1p1qp2p/2p4P/Q2P1p2/2PN1P1R/P3PKP1/3R1B2 w - - 4 22,True,22,0,0,0
1r3r1k/pb1n2p1/1p1qp2p/2p4P/Q2P1p2/2PN1P1R/P3P1P1/3R1BK1 b - - 5 22,False,22,2,2.25,2.228
1r3r1k/p2n2p1/1p1qp2p/2pb3P/Q2P1p2/2PN1P1R/P3P1P1/3R1BK1 w - - 6 23,True,23,0,0,0
1r3r1k/p2n2p1/1p1qp2p/2pb3P/Q2P1p2/2PNPP1R/P5P1/3R1BK1 b - - 0 23,False,23,2,2.25,2.228
1r3r1k/p2n2p1/1p1qp2p/2pb3P/Q2P4/2PNpP1R/P5P1/3R1BK1 w - - 0 24,True,24,0,0,0
1r3r1k/p2n2p1/1p1qp2p/2pb3P/3P4/Q1PNpP1R/P5P1/3R1BK1 b - - 1 24,False,24,2,2.25,2.228
2r2r1k/p2n2p1/1p1qp2p/2pb3P/3P4/Q1PNpP1R/P5P1/3R1BK1 w - - 2 25,True,25,0,0,0
2r2r1k/p2n2p1/1p1qp2p/2pb3P/3P4/Q1PNpP1R/P3B1P1/3R2K1 b - - 3 25,False,25,2,2.25,2.228
2r2r1k/p1qn2p1/1p2p2p/2pb3P/3P4/Q1PNpP1R/P3B1P1/3R2K1 w - - 4 26,True,26,0,0,0
2r2r1k/p1qn2p1/1p2p2p/2pb3P/3P4/2PNpP1R/P3B1P1/2QR2K1 b - - 5 26,False,26,2,2.25,2.228
2r2r1k/p1qn2p1/4p2p/1ppb3P/3P4/2PNpP1R/P3B1P1/2QR2K1 w - - 0 27,True,27,0,0,0
2r2r1k/p1qn2p1/4p2p/1pPb3P/8/2PNpP1R/P3B1P1/2QR2K1 b - - 0 27,False,27,2,2.25,2.228
2r2r1k/p1qn2p1/4p2p/1pP4P/8/2PNpP1R/b3B1P1/2QR2K1 w - - 0 28,True,28,0,0,0
2r2r1k/p1qn2p1/4p2p/1pP4P/8/2PNpP1R/b3B1P1/2Q1R1K1 b - - 1 28,False,28,2,2.25,2.228
2r2r1k/p1qn2p1/7p/1pP1p2P/8/2PNpP1R/b3B1P1/2Q1R1K1 w - - 0 29,True,29,0,0,0
2r2r1k/p1qn2p1/7p/1pP1p2P/8/2PNpPR1/b3B1P1/2Q1R1K1 b - - 1 29,False,29,2,2.25,2.228
2r2r1k/p1qn2p1/7p/1pP4P/4p3/2PNpPR1/b3B1P1/2Q1R1K1 w - - 0 30,True,30,0,0,0
2r2r1k/p1qn2p1/7p/1pP4P/4pN2/2P1pPR1/b3B1P1/2Q1R1K1 b - - 1 30,False,30,2,2.25,2.228
2r2rk1/p1qn2p1/7p/1pP4P/4pN2/2P1pPR1/b3B1P1/2Q1R1K1 w - - 2 31,True,31,0,0,0
2r2rk1/p1qn2p1/7p/1pP4P/4pN2/2P1pPR1/b3B1P1/Q3R1K1 b - - 3 31,False,31,2,2.25,2.228
2r2rk1/p1qn2p1/7p/1pP4P/4pN2/1bP1pPR1/4B1P1/Q3R1K1 w - - 4 32,True,32,0,0,0
2r2rk1/p1qn2p1/7p/1pP4P/4pN2/1bP1pPR1/1Q2B1P1/4R1K1 b - - 5 32,False,32,2,2.25,2.228
2r2rk1/p1q3p1/7p/1pn4P/4pN2/1bP1pPR1/1Q2B1P1/4R1K1 w - - 0 33,True,33,0,0,0
2r2rk1/p1q3p1/7p/1Bn4P/4pN2/1bP1pPR1/1Q4P1/4R1K1 b - - 0 33,False,33,2,2.25,2.228
2r2rk1/p5p1/7p/1Bn4P/4pq2/1bP1pPR1/1Q4P1/4R1K1 w - - 0 34,True,34,0,0,0
2r2rk1/p5p1/6Rp/1Bn4P/4pq2/1bP1pP2/1Q4P1/4R1K1 b - - 1 34,False,34,2,2.25,2.228
2r2rk1/p5p1/6Rp/1Bn4P/5q2/1bP1pp2/1Q4P1/4R1K1 w - - 0 35,True,35,0,0,0
2r2rk1/p5p1/6Rp/1Bn4P/5q2/1bP1pP2/1Q6/4R1K1 b - - 0 35,False,35,2,2.25,2.228
2r2rk1/p5p1/4b1Rp/1Bn4P/5q2/2P1pP2/1Q6/4R1K1 w - - 1 36,True,36,0,0,0
2r2rk1/p5p1/4b1Rp/1Bn4P/2P2q2/4pP2/1Q6/4R1K1 b - - 0 36,False,36,2,2.25,2.228
2r3k1/p5p1/4brRp/1Bn4P/2P2q2/4pP2/1Q6/4R1K1 w - - 1 37,True,37,0,0,0
2r3k1/p5p1/4brRp/1Bn4P/2P2q2/4pP2/1Q2R3/6K1 b - - 2 37,False,37,2,2.25,2.228
3r2k1/p5p1/4brRp/1Bn4P/2P2q2/4pP2/1Q2R3/6K1 w - - 3 38,True,38,0,0,0
3r2k1/p5p1/4bR1p/1Bn4P/2P2q2/4pP2/1Q2R3/6K1 b - - 0 38,False,38,2,2.25,2.228
6k1/p5p1/4bR1p/1Bn4P/2P2q2/4pP2/1Q2R3/3r2K1 w - - 1 39,True,39,0,0,0
6k1/p5p1/4bR1p/1Bn4P/2P2q2/4pP2/1Q6/3rR1K1 b - - 2 39,False,39,2,2.25,2.228
6k1/p5p1/4bR1p/1Bn4P/2P5/4pPq1/1Q6/3rR1K1 w - - 3 40,True,40,0,0,0
6k1/p5p1/4bR1p/1Bn4P/2P5/4pPq1/1Q6/3rR2K b - - 4 40,False,40,2,2.25,2.228
6k1/p5p1/4bR1p/1Bn4P/2P4q/4pP2/1Q6/3rR2K w - - 5 41,True,41,0,0,0
6k1/p5p1/4bR1p/1Bn4P/2P4q/4pP2/1Q4K1/3rR3 b - - 6 41,False,41,2,2.25,2.228
6k1/p5p1/4bR1p/1Bn4P/2P5/4pP1q/1Q4K1/3rR3 w - - 7 42,True,42,0,0,0
6k1/p5p1/4bR1p/1Bn4P/2P5/4pP1q/1Q6/3rR1K1 b - - 8 42,False,42,2,2.25,2.228
6k1/p5p1/4bR1p/1Bn4P/2P5/4pPq1/1Q6/3rR1K1 w - - 9 43,True,43,0,0,0
6k1/p5p1/4bR1p/1Bn4P/2P5/4pPq1/1Q6/3rR2K b - - 10 43,False,43,2,2.25,2.228
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,0,0,0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,False,1,2,2.25,2.265
rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,True,2,0,0,0
rnbqkbnr/pppp1ppp/4p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,False,2,2,11.391,11.467
rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,True,3,0,0,0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 3,False,3,2,11.391,11.467
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,True,4,0,0,0
rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 2 4,False,4,2,11.391,11.467
rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/5N2/PP2PPPP/RN1QKB1R w KQkq - 3 5,True,5,0,0,0
rnbqk2r/ppp2ppp/4pn2/3p2B1/1bPP4/8/PP1NPPPP/RN1QKB1R b KQkq - 4 5,False,5,2,11.391,11.467
rnbqk2r/pp3ppp/4pn2/2pp2B1/1bPP4/8/PP1NPPPP/RN1QKB1R w KQkq - 0 6,True,6,0,0,0
rnbqk2r/pp3ppp/4pn2/2pp2B1/1bPP4/4P3/PP1N1PPP/RN1QKB1R b KQkq - 0 6,False,6,2,11.391,11.467
rnbqk2r/pp3ppp/4pn2/3p2B1/1bPp4/4P3/PP1N1PPP/RN1QKB1R w KQkq - 0 7,True,7,0,0,0
rnbqk2r/pp3ppp/4pn2/3p2B1/1bPP4/8/PP1N1PPP/RN1QKB1R b KQkq - 0 7,False,7,2,11.391,11.467
rnbqk2r/pp3ppp/4pn2/6B1/1bpP4/8/PP1N1PPP/RN1QKB1R w KQkq - 0 8,True,8,0,0,0
rnbqk2r/pp3ppp/4pn2/6B1/1bpP4/2N5/PP1N1PPP/R2QKB1R b KQkq - 1 8,False,8,2,11.391,11.467
r1bqk2r/pp3ppp/2n1pn2/6B1/1bpP4/2N5/PP1N1PPP/R2QKB1R w KQkq - 2 9,True,9,0,0,0
r1bqk2r/pp3ppp/2n1pn2/6B1/1bNP4/2N5/PP3PPP/R2QKB1R b KQkq - 0 9,False,9,2,11.391,11.467
r1b1k2r/pp3ppp/2n1pn2/6B1/1bNq4/2N5/PP3PPP/R2QKB1R w KQkq - 0 10,True,10,0,0,0
r1b1k2r/pp3ppp/2n1pn2/6B1/1bNQ4/2N5/PP3PPP/R3KB1R b KQkq - 0 10,False,10,2,11.391,11.467
r1b1k2r/pp3ppp/4pn2/6B1/1bNn4/2N5/PP3PPP/R3KB1R w KQkq - 0 11,True,11,0,0,0
r1b1k2r/pp3ppp/4pn2/6B1/1bNn4/2N5/PP3PPP/2KR1B1R b kq - 1 11,False,11,2,11.391,11.467
r1b1k2r/pp3ppp/2n1pn2/6B1/1bN5/2N5/PP3PPP/2KR1B1R w kq - 2 12,True,12,0,0,0
r1b1k2r/pp3ppp/2n1pn2/6B1/1bN5/P1N5/1P3PPP/2KR1B1R b kq - 0 12,False,12,2,11.391,11.467
r1b1k2r/pp3ppp/2n1pn2/6B1/2N5/P1b5/1P3PPP/2KR1B1R w kq - 0 13,True,13,0,0,0
r1b1k2r/pp3ppp/2nNpn2/6B1/8/P1b5/1P3PPP/2KR1B1R b kq - 1 13,False,13,2,11.391,11.467
r1b4r/pp2kppp/2nNpn2/6B1/8/P1b5/1P3PPP/2KR1B1R w - - 2 14,True,14,0,0,0
r1b4r/pp2kppp/2nNpn2/6B1/6P1/P1b5/1P3P1P/2KR1B1R b - - 0 14,False,14,2,11.391,11.467
r1b4r/pp2kppp/2nNpn2/6B1/3b2P1/P7/1P3P1P/2KR1B1R w - - 1 15,True,15,0,0,0
r1b4r/pp2kppp/2nNpn2/6B1/3R2P1/P7/1P3P1P/2K2B1R b - - 0 15,False,15,2,11.391,11.467
r1b4r/pp2kppp/3Npn2/6B1/3n2P1/P7/1P3P1P/2K2B1R w - - 0 16,True,16,0,0,0
r1b4r/pp2kppp/4pn2/6B1/3nN1P1/P7/1P3P1P/2K2B1R b - - 1 16,False,16,2,11.391,11.467
r1b4r/pp2kpp1/4pn1p/6B1/3nN1P1/P7/1P3P1P/2K2B1R w - - 0 17,True,17,0,0,0
r1b4r/pp2kpp1/4pn1p/8/3nN1P1/P7/1P1B1P1P/2K2B1R b - - 1 17,False,17,2,11.391,11.467
r1b4r/pp2kpp1/4pn1p/8/4N1P1/Pn6/1P1B1P1P/2K2B1R w - - 2 18,True,18,0,0,0
r1b4r/pp2kpp1/4pn1p/8/4N1P1/Pn6/1P1B1P1P/1K3B1R b - - 3 18,False,18,2,11.391,11.467
r1b4r/pp2kpp1/4p2p/8/4n1P1/Pn6/1P1B1P1P/1K3B1R w - - 0 19,True,19,0,0,0
r1b4r/pp2kpp1/4p2p/8/4nBP1/Pn6/1P3P1P/1K3B1R b - - 1 19,False,19,2,11.391,11.467
r1b4r/pp2kpp1/4p2p/8/5BP1/Pn6/1P3n1P/1K3B1R w - - 0 20,True,20,0,0,0
r1b4r/pp2kpp1/4p2p/8/5BP1/Pn6/1P3n1P/1K3BR1 b - - 1 20,False,20,2,11.391,11.467
r1b4r/pp2kp2/4p2p/6p1/5BP1/Pn6/1P3n1P/1K3BR1 w - - 0 21,True,21,0,0,0
r1b4r/pp2kp2/4p2p/6p1/6P1/Pn4B1/1P3n1P/1K3BR1 b - - 1 21,False,21,2,11.391,11.467
r1b4r/pp2kp2/4p2p/6p1/4n1P1/Pn4B1/1P5P/1K3BR1 w - - 2 22,True,22,0,0,0
r1b4r/pp2kp2/4p2p/6p1/4n1P1/Pn6/1P5P/1K2BBR1 b - - 3 22,False,22,2,11.391,11.467
r1b4r/pp2kp2/4p2p/6p1/6P1/Pn6/1P1n3P/1K2BBR1 w - - 4 23,True,23,0,0,0
r1b4r/pp2kp2/4p2p/6p1/6P1/Pn6/KP1n3P/4BBR1 b - - 5 23,False,23,2,11.391,11.467
r1b4r/pp2kp2/4p2p/6p1/6P1/P7/KP1n3P/2n1BBR1 w - - 6 24,True,24,0,0,0
r1b4r/pp2kp2/4p2p/6p1/6P1/P7/1P1n3P/K1n1BBR1 b - - 7 24,False,24,2,11.391,11.467
r1b4r/pp2kp2/4p2p/6p1/6P1/Pn6/1P1n3P/K3BBR1 w - - 8 25,True,25,0,0,0
r1b4r/pp2kp2/4p2p/6p1/6P1/Pn6/KP1n3P/4BBR1 b - - 9 25,False,25,2,11.391,11.467
r1b4r/pp2kp2/7p/4p1p1/6P1/Pn6/KP1n3P/4BBR1 w - - 0 26,True,26,0,0,0
r1b4r/pp2kp2/7p/4p1p1/6P1/Pn6/KP1B3P/5BR1 b - - 0 26,False,26,2,11.391,11.467
r1b4r/pp2kp2/7p/4p1p1/6P1/P7/KP1n3P/5BR1 w - - 0 27,True,27,0,0,0
r1b4r/pp2kp2/7p/4p1p1/6P1/PP6/K2n3P/5BR1 b - - 0 27,False,27,2,11.391,11.467
r6r/pp2kp2/4b2p/4p1p1/6P1/PP6/K2n3P/5BR1 w - - 1 28,True,28,0,0,0
r6r/pp2kp2/4b2p/4p1p1/6PP/PP6/K2n4/5BR1 b - - 0 28,False,28,2,11.391,11.467
r2r4/pp2kp2/4b2p/4p1p1/6PP/PP6/K2n4/5BR1 w - - 1 29,True,29,0,0,0
r2r4/pp2kp2/4b2p/4p1p1/6PP/PP5B/K2n4/6R1 b - - 2 29,False,29,2,11.391,11.467
2rr4/pp2kp2/4b2p/4p1p1/6PP/PP5B/K2n4/6R1 w - - 3 30,True,30,0,0,0
2rr4/pp2kp2/4b2p/4p1p1/6PP/PP5B/1K1n4/6R1 b - - 4 30,False,30,2,11.391,11.467
2rr4/pp2kp2/7p/4p1p1/6PP/Pb5B/1K1n4/6R1 w - - 0 31,True,31,0,0,0
2rr4/pp2kp2/7p/4p1p1/6PP/Pb5B/1K1n4/2R5 b - - 1 31,False,31,2,11.391,11.467
3r4/pp2kp2/7p/4p1p1/6PP/Pb5B/1K1n4/2r5 w - - 0 32,True,32,0,0,0
3r4/pp2kp2/7p/4p1P1/6P1/Pb5B/1K1n4/2r5 b - - 0 32,False,32,2,11.391,11.467
3r4/pp2kp2/7p/4p1P1/6P1/Pb5B/1K1n4/1r6 w - - 1 33,True,33,0,0,0
3r4/pp2kp2/7p/4p1P1/6P1/PbK4B/3n4/1r6 b - - 2 33,False,33,2,11.391,11.467
3r4/pp2kp2/7p/4p1P1/6P1/P1K4B/3n4/1r1b4 w - - 3 34,True,34,0,0,0
3r4/pp2kp2/7p/4p1P1/6P1/P1K5/3n4/1r1b1B2 b - - 4 34,False,34,2,11.391,11.467
3r4/pp2kp2/7p/4p1P1/6P1/P1K5/3n4/2rb1B2 w - - 5 35,True,35,0,0,0
3r4/pp2kp2/7p/4p1P1/1K4P1/P7/3n4/2rb1B2 b - - 6 35,False,35,2,11.391,11.467
3r4/pp2kp2/7p/4p1P1/1K4P1/P7/3n4/1r1b1B2 w - - 7 36,True,36,0,0,0
3r4/pp2kp2/7p/K3p1P1/6P1/P7/3n4/1r1b1B2 b - - 8 36,False,36,2,11.391,11.467
3r4/pp2kp2/7p/K3p1P1/6P1/P7/8/1r1b1n2 w - - 0 37,True,37,0,0,0
3r4/pp2kp2/7P/K3p3/6P1/P7/8/1r1b1n2 b - - 0 37,False,37,2,11.391,11.467
8/pp2kp2/7P/K3p3/6P1/P2r4/8/1r1b1n2 w - - 1 38,True,38,0,0,0
8/pp2kp1P/8/K3p3/6P1/P2r4/8/1r1b1n2 b - - 0 38,False,38,2,11.391,11.467
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,False,1,2,3.375,3.33
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,True,2,0,0,0
rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,False,2,2,5.062,4.995
rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,True,3,0,0,0
rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,False,3,2,5.062,4.995
rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,True,4,0,0,0
rnbqkb1r/pp1p1ppp/4pn2/2p5/3PPB2/5N2/PPP2PPP/RN1QKB1R b KQkq - 0 4,False,4,2,5.062,4.995
rnbqkb1r/pp1p1ppp/4p3/2p5/3PnB2/5N2/PPP2PPP/RN1QKB1R w KQkq - 0 5,True,5,0,0,0
rnbqkb1r/pp1p1ppp/4p3/2p5/3PnB2/5N2/PPPN1PPP/R2QKB1R b KQkq - 1 5,False,5,2,5.062,4.995
rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/5N2/PPPN1PPP/R2QKB1R w KQkq - 2 6,True,6,0,0,0
rnbqkb1r/pp1p1ppp/4pn2/2p5/3P1B2/3B1N2/PPPN1PPP/R2QK2R b KQkq - 3 6,False,6,2,5.062,4.995
rnbqkb1r/pp1p1ppp/4pn2/8/3p1B2/3B1N2/PPPN1PPP/R2QK2R w KQkq - 0 7,True,7,0,0,0
rnbqkb1r/pp1p1ppp/4pn2/8/3p1B2/3B1N2/PPPNQPPP/R3K2R b KQkq - 1 7,False,7,2,5.062,4.995
r1bqkb1r/pp1p1ppp/2n1pn2/8/3p1B2/3B1N2/PPPNQPPP/R3K2R w KQkq - 2 8,True,8,0,0,0
r1bqkb1r/pp1p1ppp/2n1pn2/8/3p1B2/3B1N2/PPPNQPPP/2KR3R b kq - 3 8,False,8,2,5.062,4.995
r1bqkb1r/pp1p1ppp/2n1p3/3n4/3p1B2/3B1N2/PPPNQPPP/2KR3R w kq - 4 9,True,9,0,0,0
r1bqkb1r/pp1p1ppp/2n1p3/3n4/3p4/3B1NB1/PPPNQPPP/2KR3R b kq - 5 9,False,9,2,5.062,4.995
r1bqkb1r/pp1p1ppp/4p3/3n4/1n1p4/3B1NB1/PPPNQPPP/2KR3R w kq - 6 10,True,10,0,0,0
r1bqkb1r/pp1p1ppp/4p3/3n4/1n1p4/3B1NB1/PPPNQPPP/1K1R3R b kq - 7 10,False,10,2,5.062,4.995
r1bqk2r/pp1pbppp/4p3/3n4/1n1p4/3B1NB1/PPPNQPPP/1K1R3R w kq - 8 11,True,11,0,0,0
r1bqk2r/pp1pbppp/4p3/3n4/1nNp4/3B1NB1/PPP1QPPP/1K1R3R b kq - 9 11,False,11,2,5.062,4.995
r1bqk2r/pp1pbppp/4p3/3n4/2Np4/3n1NB1/PPP1QPPP/1K1R3R w kq - 0 12,True,12,0,0,0
r1bqk2r/pp1pbppp/4p3/3n4/2Np4/3Q1NB1/PPP2PPP/1K1R3R b kq - 0 12,False,12,2,5.062,4.995
r1bqk2r/pp2bppp/3pp3/3n4/2Np4/3Q1NB1/PPP2PPP/1K1R3R w kq - 0 13,True,13,0,0,0
r1bqk2r/pp2bppp/3pp3/3n4/2NQ4/5NB1/PPP2PPP/1K1R3R b kq - 0 13,False,13,2,5.062,4.995
r1bq1rk1/pp2bppp/3pp3/3n4/2NQ4/5NB1/PPP2PPP/1K1R3R w - - 1 14,True,14,0,0,0
r1bq1rk1/pp2bppp/3Np3/3n4/3Q4/5NB1/PPP2PPP/1K1R3R b - - 0 14,False,14,2,5.062,4.995
r1bq1rk1/pp2bpp1/3Np2p/3n4/3Q4/5NB1/PPP2PPP/1K1R3R w - - 0 15,True,15,0,0,0
r1bq1rk1/pp2bpp1/4p2p/3n1N2/3Q4/5NB1/PPP2PPP/1K1R3R b - - 1 15,False,15,2,5.062,4.995
r1bq1rk1/pp3pp1/4pb1p/3n1N2/3Q4/5NB1/PPP2PPP/1K1R3R w - - 2 16,True,16,0,0,0
r1bq1rk1/pp3pp1/4pb1p/2Qn1N2/8/5NB1/PPP2PPP/1K1R3R b - - 3 16,False,16,2,5.062,4.995
r1bq1rk1/p4pp1/1p2pb1p/2Qn1N2/8/5NB1/PPP2PPP/1K1R3R w - - 0 17,True,17,0,0,0
r1bq1rk1/p4pp1/1p2pb1p/1Q1n1N2/8/5NB1/PPP2PPP/1K1R3R b - - 1 17,False,17,2,5.062,4.995
r1bq1rk1/5pp1/1p2pb1p/pQ1n1N2/8/5NB1/PPP2PPP/1K1R3R w - - 0 18,True,18,0,0,0
r1bq1rk1/5pp1/1p1Npb1p/pQ1n4/8/5NB1/PPP2PPP/1K1R3R b - - 1 18,False,18,2,5.062,4.995
r2q1rk1/5pp1/bp1Npb1p/pQ1n4/8/5NB1/PPP2PPP/1K1R3R w - - 2 19,True,19,0,0,0
r2q1rk1/5pp1/bp1Npb1p/p2n4/8/1Q3NB1/PPP2PPP/1K1R3R b - - 3 19,False,19,2,5.062,4.995
r2q1rk1/5pp1/b2Npb1p/pp1n4/8/1Q3NB1/PPP2PPP/1K1R3R w - - 0 20,True,20,0,0,0
r2q1rk1/5pp1/b2Npb1p/pp1n4/8/1Q4B1/PPPN1PPP/1K1R3R b - - 1 20,False,20,2,5.062,4.995
r2q1rk1/5pp1/b2Npb1p/1p1n4/p7/1Q4B1/PPPN1PPP/1K1R3R w - - 0 21,True,21,0,0,0
r2q1rk1/5pp1/b2Npb1p/1p1n4/p7/5QB1/PPPN1PPP/1K1R3R b - - 1 21,False,21,2,5.062,4.995
r2q1rk1/5pp1/b2Npb1p/1p1n4/8/p4QB1/PPPN1PPP/1K1R3R w - - 0 22,True,22,0,0,0
r2q1rk1/5pp1/b2Npb1p/1p1n4/8/Q5B1/PPPN1PPP/1K1R3R b - - 0 22,False,22,2,5.062,4.995
r4rk1/3q1pp1/b2Npb1p/1p1n4/8/Q5B1/PPPN1PPP/1K1R3R w - - 1 23,True,23,0,0,0
r4rk1/3q1pp1/b2Npb1p/1p1n4/4N3/Q5B1/PPP2PPP/1K1R3R b - - 2 23,False,23,2,5.062,4.995
r4rk1/3qbpp1/b2Np2p/1p1n4/4N3/Q5B1/PPP2PPP/1K1R3R w - - 3 24,True,24,0,0,0
r4rk1/3qbpp1/b2Np2p/1p1n4/4N3/1Q4B1/PPP2PPP/1K1R3R b - - 4 24,False,24,2,5.062,4.995
r4rk1/3qbpp1/b2Np2p/3n4/1p2N3/1Q4B1/PPP2PPP/1K1R3R w - - 0 25,True,25,0,0,0
