board,turn,move_num,result,material_balance_pawn,material_balance_knight,material_balance_bishop,material_balance_rook,material_balance_queen,mobility_pawn,mobility_knight,mobility_bishop,mobility_rook,mobility_queen,mobility_king
r2qk1r1/3p1p2/p1b1pp1p/1pb1n2N/5N2/1QP1P3/PP3PPP/R3KB1R w KQq - 4 15,1,15,0,0,3,-3,0,0,4,4,-10,-7,3,2
r2qk1r1/3p1p2/p1b1pp1p/1pb1n2N/5N2/1QP1P3/PP2BPPP/R3K2R b KQq - 5 15,0,15,2,0,-3,3,0,0,-4,-3,7,6,-3,-3
r2qk1r1/3p1p2/pbb1pp1p/1p2n2N/5N2/1QP1P3/PP2BPPP/R3K2R w KQq - 6 16,1,16,0,0,3,-3,0,0,4,3,-4,-6,5,3
r2qk1r1/3p1p2/pbb1pp1p/1p2n2N/5N2/1QP1P3/PP2BPPP/3RK2R b Kq - 7 16,0,16,2,0,-3,3,0,0,-4,-3,5,0,-4,-1
r3k1r1/3pqp2/pbb1pp1p/1p2n2N/5N2/1QP1P3/PP2BPPP/3RK2R w Kq - 8 17,1,17,0,0,3,-3,0,0,4,3,-6,-1,2,0
r3k1r1/3pqp2/pbb1pp1p/1p2n2N/5N2/1QP1P3/PP2BPPP/3R1RK1 b q - 9 17,0,17,2,0,-3,3,0,0,-4,-3,7,1,-2,2
2r1k1r1/3pqp2/pbb1pp1p/1p2n2N/5N2/1QP1P3/PP2BPPP/3R1RK1 w - - 10 18,1,18,0,0,3,-3,0,0,4,3,-8,-1,2,-1
2r1k1r1/3pqp2/pbb1pp1p/1p2n3/5N2/1QP1P1N1/PP2BPPP/3R1RK1 b - - 11 18,0,18,2,0,-3,3,0,0,-1,-5,7,0,-2,1
2r1k1r1/3p1p2/pbb1pp1p/1pq1n3/5N2/1QP1P1N1/PP2BPPP/3R1RK1 w - - 12 19,1,19,0,0,3,-3,0,0,1,5,-4,0,-2,-2
2r1k1r1/3p1p2/pbb1pp1p/1pq1n2N/5N2/1QP1P3/PP2BPPP/3R1RK1 b - - 13 19,0,19,2,0,-3,3,0,0,-4,-3,5,1,2,2
2r3r1/3pkp2/pbb1pp1p/1pq1n2N/5N2/1QP1P3/PP2BPPP/3R1RK1 w - - 14 20,1,20,0,0,3,-3,0,0,4,3,-5,-5,0,-2
2r3r1/3pkp2/pbb1pp1p/1pq1n2N/5N2/1QP1P3/PP2BPPP/3R1R1K b - - 15 20,0,20,2,0,-3,3,0,0,-2,-3,5,4,0,2
2r3r1/3pkp2/pbb1p2p/1pq1np1N/5N2/1QP1P3/PP2BPPP/3R1R1K w - - 0 21,1,21,0,0,3,-3,0,0,2,3,-5,-4,0,-2
2r3r1/3pkp2/pbb1p2p/1pq1np1N/5N2/1QP1P3/PP1RBPPP/5R1K b - - 1 21,0,21,2,0,-3,3,0,0,-2,-3,4,3,-1,2
2r3r1/3pkp2/pbb1p2p/1pq2p1N/2n2N2/1QP1P3/PP1RBPPP/5R1K w - - 2 22,1,22,0,0,3,-3,0,0,0,1,-5,-3,0,-2
2r3r1/3pkp2/pbb1p2p/1pq2p1N/2B2N2/1QP1P3/PP1R1PPP/5R1K b - - 0 22,0,22,2,0,-6,3,0,0,1,-9,5,2,2,2
2r3r1/3pkp2/pbb1p2p/2q2p1N/2p2N2/1QP1P3/PP1R1PPP/5R1K w - - 0 23,1,23,0,0,6,-6,0,0,0,9,-12,-2,-1,-2
2r3r1/3pkp2/pbb1p2p/2q2p1N/2p2N2/2P1P3/PP1R1PPP/3Q1R1K b - - 1 23,0,23,2,0,-6,6,0,0,-3,-9,12,7,-1,2
1r4r1/3pkp2/pbb1p2p/2q2p1N/2p2N2/2P1P3/PP1R1PPP/3Q1R1K w - - 2 24,1,24,0,0,6,-6,0,0,3,9,-12,-8,1,-2
1r4r1/3pkp2/pbb1p2p/2q2p1N/2p2N2/2P1P3/PP1R1PPP/4QR1K b - - 3 24,0,24,2,0,-6,6,0,0,-3,-9,12,8,4,2
1r4r1/3pkp2/pbb4p/2q1pp1N/2p2N2/2P1P3/PP1R1PPP/4QR1K w - - 0 25,1,25,0,0,6,-6,0,0,2,9,-12,-8,-3,-2
1r4r1/3Rkp2/pbb4p/2q1pp1N/2p2N2/2P1P3/PP3PPP/4QR1K b - - 0 25,0,25,2,-1,-6,6,0,0,-8,-9,1,-12,-6,2
1r4r1/3k1p2/pbb4p/2q1pp1N/2p2N2/2P1P3/PP3PPP/4QR1K w - - 0 26,1,26,0,1,6,-6,-5,0,4,9,-12,-16,-4,-5
1r4r1/3k1p2/pbb4p/2q1pp1N/2p2N1P/2P1P3/PP3PP1/4QR1K b - - 0 26,0,26,2,-1,-6,6,5,0,-2,-9,12,16,4,4
1r1r4/3k1p2/pbb4p/2q1pp1N/2p2N1P/2P1P3/PP3PP1/4QR1K w - - 1 27,1,27,0,1,6,-6,-5,0,2,9,-11,-7,-4,-3
1r1r4/3k1p2/pbb4p/2q1pp1N/2p4P/2P1P2N/PP3PP1/4QR1K b - - 2 27,0,27,2,-1,-6,6,5,0,-3,-7,11,7,4,4
1r1r4/2k2p2/pbb4p/2q1pp1N/2p4P/2P1P2N/PP3PP1/4QR1K w - - 3 28,1,28,0,1,6,-6,-5,0,3,7,-12,-14,-4,-2
1r1r4/2k2p2/pbb4p/2q1pp1N/2p4P/2P1PP1N/PP4P1/4QR1K b - - 0 28,0,28,2,-1,-6,6,5,0,-4,-8,11,13,2,2
1r1r4/2k1qp2/pbb4p/4pp1N/2p4P/2P1PP1N/PP4P1/4QR1K w - - 1 29,1,29,0,1,6,-6,-5,0,4,8,-14,-13,-3,-2
1r1r4/2k1qp2/pbb4p/4pp1N/2p4P/2P1PP1N/PP2Q1P1/5R1K b - - 2 29,0,29,2,-1,-6,6,5,0,-4,-8,14,8,4,2
1r1r4/1k2qp2/pbb4p/4pp1N/2p4P/2P1PP1N/PP2Q1P1/5R1K w - - 3 30,1,30,0,1,6,-6,-5,0,4,8,-13,-7,-5,-2
1r1r4/1k2qp2/pbb4p/4pp1N/2p4P/1PP1PP1N/P3Q1P1/5R1K b - - 0 30,0,30,2,-1,-6,6,5,0,-3,-8,13,7,4,2
1r1r4/1kq2p2/pbb4p/4pp1N/2p4P/1PP1PP1N/P3Q1P1/5R1K w - - 1 31,1,31,0,1,6,-6,-5,0,3,8,-12,-7,4,-1
1r1r4/1kq2p2/pbb4p/4pp1N/2p4P/1PP1PP1N/P3Q1PK/5R2 b - - 2 31,0,31,2,-1,-6,6,5,0,-3,-8,12,6,-4,0
1r1r4/1kq2p2/pbb4p/4p2N/2p2p1P/1PP1PP1N/P3Q1PK/5R2 w - - 0 32,1,32,0,1,6,-6,-5,0,2,8,-12,-6,4,-1
1r1r4/1kq2p2/pbb4p/4p2N/2p1Pp1P/1PP2P1N/P3Q1PK/5R2 b - - 0 32,0,32,2,-1,-6,6,5,0,-2,-8,13,6,-5,2
1r1r4/1kq5/pbb4p/4pp1N/2p1Pp1P/1PP2P1N/P3Q1PK/5R2 w - - 0 33,1,33,0,1,6,-6,-5,0,4,8,-13,-6,2,-2
1r1r4/1kq5/pbb2N1p/4pp2/2p1Pp1P/1PP2P1N/P3Q1PK/5R2 b - - 1 33,0,33,2,-1,-6,6,5,0,-4,-11,13,6,-2,2
1r1r4/1kq5/pbb2N1p/4p3/2p1pp1P/1PP2P1N/P3Q1PK/5R2 w - - 0 34,1,34,0,0,6,-6,-5,0,3,12,-12,-6,3,-2
1r1r4/1kq5/pbb2N1p/4p3/2Q1pp1P/1PP2P1N/P5PK/5R2 b - - 0 34,0,34,2,-1,-6,6,5,0,-3,-12,12,6,-7,2
2rr4/1kq5/pbb2N1p/4p3/2Q1pp1P/1PP2P1N/P5PK/5R2 w - - 1 35,1,35,0,1,6,-6,-5,0,3,12,-12,-5,7,-2
2rr4/1kq5/pbb2N1p/4p3/2Q1pp1P/1PP2P1N/P5PK/1R6 b - - 2 35,0,35,2,-1,-6,6,5,0,-3,-12,12,5,-8,2
2rr4/1kq5/pbb2N1p/4p3/2Q2p1P/1PP1pP1N/P5PK/1R6 w - - 0 36,1,36,0,1,6,-6,-5,0,2,12,-11,-5,9,-1
2rr4/1kq5/pbb2N1p/4p3/2Q2p1P/1PP1pP1N/PR4PK/8 b - - 1 36,0,36,2,-1,-6,6,5,0,-2,-12,11,8,-9,1
2rr4/1kq5/pb3N1p/1b2p3/2Q2p1P/1PP1pP1N/PR4PK/8 w - - 2 37,1,37,0,1,6,-6,-5,0,2,12,-9,-8,6,-1
2rr4/1kq5/pb2QN1p/1b2p3/5p1P/1PP1pP1N/PR4PK/8 b - - 3 37,0,37,2,-1,-6,6,5,0,-3,-12,12,8,-3,1
2r5/1kq5/pb2QN1p/1b2p3/5p1P/1PP1pP1N/PR4PK/3r4 w - - 4 38,1,38,0,1,6,-6,-5,0,3,12,-12,-16,2,-3
2r5/1kq5/pb2QN1p/1b2p2P/5p2/1PP1pP1N/PR4PK/3r4 b - - 0 38,0,38,2,-1,-6,6,5,0,-3,-11,12,16,-2,3
2r5/1kq5/pb2QN1p/1b2p2P/5p2/1PP2P1N/PR2p1PK/3r4 w - - 0 39,1,39,0,1,6,-6,-5,0,0,11,-13,-17,2,-3
2r5/1kq5/pb2QN1p/1b2p2P/5p2/1PP2P1N/P3R1PK/3r4 b - - 0 39,0,39,2,-2,-6,6,5,0,-4,-11,14,13,-2,3
2r5/1kq5/pbb1QN1p/4p2P/5p2/1PP2P1N/P3R1PK/3r4 w - - 1 40,1,40,0,2,6,-6,-5,0,4,11,-14,-13,5,-3
2r5/1kq5/pbb1QN1p/4p2P/2P2p2/1P3P1N/P3R1PK/3r4 b - - 0 40,0,40,2,-2,-6,6,5,0,-4,-11,14,13,-4,3
2r5/1kq5/pbbrQN1p/4p2P/2P2p2/1P3P1N/P3R1PK/8 w - - 1 41,1,41,0,2,6,-6,-5,0,4,11,-14,-7,4,-2
2r5/1kq5/pbbr1N1p/4Q2P/2P2p2/1P3P1N/P3R1PK/8 b - - 0 41,0,41,2,-3,-6,6,5,0,-5,-11,14,9,-10,2
k1r5/2q5/pbbr1N1p/4Q2P/2P2p2/1P3P1N/P3R1PK/8 w - - 1 42,1,42,0,3,6,-6,-5,0,5,11,-15,-8,8,-2
k1r5/2q5/pbbr3p/4Q2P/2P1Np2/1P3P1N/P3R1PK/8 b - - 2 42,0,42,2,-3,-6,6,5,0,-5,-12,14,10,-9,2
k1rr4/2q5/pbb4p/4Q2P/2P1Np2/1P3P1N/P3R1PK/8 w - - 3 43,1,43,0,3,6,-6,-5,0,5,12,-14,-6,9,-2
k1rr4/2q5/pbb2N1p/4Q2P/2P2p2/1P3P1N/P3R1PK/8 b - - 4 43,0,43,2,-3,-6,6,5,0,-5,-11,15,5,-8,2
k1rr4/8/pbb2N1p/4q2P/2P2p2/1P3P1N/P3R1PK/8 w - - 0 44,1,44,0,3,6,-6,-5,-9,5,11,-16,-5,-21,-2
k1rr4/8/pbb2N1p/4R2P/2P2p2/1P3P1N/P5PK/8 b - - 0 44,0,44,2,-3,-6,6,5,0,-5,-11,16,0,0,2
k1rr4/2b5/p1b2N1p/4R2P/2P2p2/1P3P1N/P5PK/8 w - - 1 45,1,45,0,3,6,-6,-5,0,5,11,-13,1,0,-1
k1rr4/2b5/p1b2N1p/7P/2P2p2/1P3P1N/P5PK/4R3 b - - 2 45,0,45,2,-3,-6,6,5,0,-5,-11,13,-2,0,1
k1r5/2b5/p1b2N1p/7P/2P2p2/1P3P1N/P2r2PK/4R3 w - - 3 46,1,46,0,3,6,-6,-5,0,3,11,-14,-5,0,-1
k1r5/2b5/p1b2N1p/7P/2P2p2/1P3P1N/P2r2P1/4R1K1 b - - 4 46,0,46,2,-3,-6,6,5,0,-5,-10,14,7,0,0
k1r5/2b5/p1b2N1p/7P/2P2p2/1P3P1N/P1r3P1/4R1K1 w - - 5 47,1,47,0,3,6,-6,-5,0,5,10,-14,-3,0,0
k1r5/2b5/p1b2N1p/7P/2P2p2/1P3P1N/P1r3P1/4RK2 b - - 6 47,0,47,2,-3,-6,6,5,0,-5,-11,14,4,0,2
k1r5/8/p1b2N1p/b6P/2P2p2/1P3P1N/P1r3P1/4RK2 w - - 7 48,1,48,0,3,6,-6,-5,0,6,11,-15,-5,0,-2
k1r5/8/p1b1RN1p/b6P/2P2p2/1P3P1N/P1r3P1/5K2 b - - 8 48,0,48,2,-3,-6,6,5,0,-6,-11,15,7,0,2
k2r4/8/p1b1RN1p/b6P/2P2p2/1P3P1N/P1r3P1/5K2 w - - 9 49,1,49,0,3,6,-6,-5,0,6,11,-14,-13,0,-2
k2r4/8/p1b1RN1p/b6P/2P2p2/1P3P2/P1r2NP1/5K2 b - - 10 49,0,49,2,-3,-6,6,5,0,-6,-13,14,12,0,2
k2r4/8/p1b1RN1p/b6P/2P2p2/1P3P2/P4NP1/2r2K2 w - - 11 50,1,50,0,3,6,-6,-5,0,0,1,-14,-20,0,-2
k2r4/8/p1b1RN1p/b6P/2P2p2/1P3P2/P5P1/2rN1K2 b - - 12 50,0,50,2,-3,-6,6,5,0,-6,-7,14,10,0,0
k2r4/8/p1b1RN1p/b6P/2P2p2/1P3P2/P5P1/3r1K2 w - - 0 51,1,51,0,3,3,-6,-5,0,0,0,-14,-22,0,-1
k2r4/8/p1b2N1p/b6P/2P2p2/1P3P2/P5P1/3rRK2 b - - 1 51,0,51,2,-3,-3,6,5,0,-6,-7,14,21,0,0
k2r4/8/p1b2N1p/7P/2P2p2/1P3P2/P5P1/3rbK2 w - - 0 52,1,52,0,3,3,-6,-10,0,5,7,-15,-21,0,-1
k2r4/8/p1b2N1p/7P/1PP2p2/5P2/P5P1/3rbK2 b - - 0 52,0,52,2,-3,-3,6,10,0,-5,-7,14,21,0,1
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P5P1/3r1K2 w - - 0 53,1,53,0,2,3,-6,-10,0,-1,0,-17,-23,0,-1
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P3K1P1/3r4 b - - 1 53,0,53,2,-2,-3,6,10,0,-4,-7,17,25,0,2
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P2rK1P1/8 w - - 2 54,1,54,0,2,3,-6,-10,0,-1,0,-15,-21,0,-1
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P2r2P1/4K3 b - - 3 54,0,54,2,-2,-3,6,10,0,-4,-7,15,23,0,2
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P1r3P1/4K3 w - - 4 55,1,55,0,2,3,-6,-10,0,-1,0,-17,-22,0,-2
k2r4/8/p1b2N1p/7P/1bP2p2/5P2/P1r3P1/5K2 b - - 5 55,0,55,2,-2,-3,6,10,0,-4,-7,17,22,0,2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0,1,2,0,0,0,0,0,2,-3,0,-1,0,0
rnbqkbnr/pp1ppppp/2p5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,1,2,0,0,0,0,0,0,-1,4,0,1,-3,0
rnbqkbnr/pp1ppppp/2p5/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,0,2,2,0,0,0,0,0,2,-4,0,-1,0,0
rnbqkbnr/pp1p1ppp/2p1p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,1,3,0,0,0,0,0,0,-1,3,-5,1,-4,-1
rnbqkbnr/pp1p1ppp/2p1p3/8/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,0,3,2,0,0,0,0,0,2,-3,3,-1,3,0
rnbqk1nr/pp1pbppp/2p1p3/8/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,1,4,0,0,0,0,0,0,-2,4,-6,1,1,0
rnbqk1nr/pp1pbppp/2p1p3/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,0,4,2,0,0,0,0,0,3,-5,5,-1,-3,-1
rnbqk2r/pp1pbppp/2p1pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,1,5,0,0,0,0,0,0,-1,2,-2,-1,3,0
rnbqk2r/pp1pbppp/2p1pn2/8/2PP4/3BPN2/PP3PPP/RNBQK2R b KQkq - 2 5,0,5,2,0,0,0,0,0,1,-2,-3,0,-2,-2
rnbqk2r/p2pbppp/2p1pn2/1p6/2PP4/3BPN2/PP3PPP/RNBQK2R w KQkq - 0 6,1,6,0,0,0,0,0,0,0,2,1,0,2,2
rnbqk2r/p2pbppp/2p1pn2/1p6/2PP4/3BPN2/PP1N1PPP/R1BQK2R b KQkq - 1 6,0,6,2,0,0,0,0,0,0,-2,-1,-1,-1,-1
rnbqk2r/3pbppp/2p1pn2/pp6/2PP4/3BPN2/PP1N1PPP/R1BQK2R w KQkq - 0 7,1,7,0,0,0,0,0,0,1,2,1,-1,2,1
rnbqk2r/3pbppp/2p1pn2/ppP5/3P4/3BPN2/PP1N1PPP/R1BQK2R b KQkq - 0 7,0,7,2,0,0,0,0,0,-1,-3,-5,1,-2,-1
r1bqk2r/3pbppp/n1p1pn2/ppP5/3P4/3BPN2/PP1N1PPP/R1BQK2R w KQkq - 1 8,1,8,0,0,0,0,0,0,1,0,6,-1,2,1
r1bqk2r/3pbppp/n1p1pn2/ppP5/3P4/P2BPN2/1P1N1PPP/R1BQK2R b KQkq - 0 8,0,8,2,0,0,0,0,0,0,0,-6,0,-2,-1
r1bqk2r/2npbppp/2p1pn2/ppP5/3P4/P2BPN2/1P1N1PPP/R1BQK2R w KQkq - 1 9,1,9,0,0,0,0,0,0,0,2,5,-1,4,1
r1bqk2r/2npbppp/2p1pn2/ppP5/3PP3/P2B1N2/1P1N1PPP/R1BQK2R b KQkq - 0 9,0,9,2,0,0,0,0,0,0,-1,-1,1,-4,-1
r2qk2r/1bnpbppp/2p1pn2/ppP5/3PP3/P2B1N2/1P1N1PPP/R1BQK2R w KQkq - 1 10,1,10,0,0,0,0,0,0,0,1,1,-2,2,1
r2qk2r/1bnpbppp/2p1pn2/ppP5/3PP3/PP1B1N2/3N1PPP/R1BQK2R b KQkq - 0 10,0,10,2,0,0,0,0,0,1,0,-2,2,0,-1
r2q1rk1/1bnpbppp/2p1pn2/ppP5/3PP3/PP1B1N2/3N1PPP/R1BQK2R w KQ - 1 11,1,11,0,0,0,0,0,0,-1,-1,3,-1,-1,2
r2q1rk1/1bnpbppp/2p1pn2/ppP5/3PP3/PP1B1N1P/3N1PP1/R1BQK2R b KQ - 0 11,0,11,2,0,0,0,0,0,2,0,-3,0,1,-2
r2q1rk1/1bnpbppp/2p1p3/ppP4n/3PP3/PP1B1N1P/3N1PP1/R1BQK2R w KQ - 1 12,1,12,0,0,0,0,0,0,-3,2,0,0,-1,2
r2q1rk1/1bnpbppp/2p1p3/ppP1P2n/3P4/PP1B1N1P/3N1PP1/R1BQK2R b KQ - 0 12,0,12,2,0,0,0,0,0,3,-2,-4,0,1,-2
r2q1rk1/1bnpb1pp/2p1pp2/ppP1P2n/3P4/PP1B1N1P/3N1PP1/R1BQK2R w KQ - 0 13,1,13,0,0,0,0,0,0,-2,3,7,-1,-1,1
r2q1rk1/1bnpb1pp/2p1pp2/ppP1P1Nn/3P4/PP1B3P/3N1PP1/R1BQK2R b KQ - 1 13,0,13,2,0,0,0,0,0,0,-5,-7,1,-2,-2
r2q1rk1/1bnpb2p/2p1ppp1/ppP1P1Nn/3P4/PP1B3P/3N1PP1/R1BQK2R w KQ - 0 14,1,14,0,0,0,0,0,0,1,4,6,-1,2,1
r2q1rk1/1bnpb2p/2p1ppp1/ppP1P2n/3PN3/PP1B3P/3N1PP1/R1BQK2R b KQ - 1 14,0,14,2,0,0,0,0,0,-1,-3,-3,1,-2,0
r2q1rk1/1bnpb2p/2p1p1p1/ppP1p2n/3PN3/PP1B3P/3N1PP1/R1BQK2R w KQ - 0 15,1,15,0,-1,0,0,0,0,2,2,0,-6,2,0
r2q1rk1/1bnpb2p/2p1p1p1/ppP1p2n/3PN3/PP1B1N1P/5PP1/R1BQK2R b KQ - 1 15,0,15,2,1,0,0,0,0,0,-5,-5,5,0,-1
r2q1rk1/1bnpb2p/2p1p1p1/ppP4n/3pN3/PP1B1N1P/5PP1/R1BQK2R w KQ - 0 16,1,16,0,-2,0,0,0,0,-2,6,5,-5,0,1
r2q1rk1/1bnpb2p/2p1p1pB/ppP4n/3pN3/PP1B1N1P/5PP1/R2QK2R b KQ - 1 16,0,16,2,2,0,0,0,0,1,-6,-6,4,-2,-2
r2q1rk1/1bn1b2p/2p1p1pB/ppPp3n/3pN3/PP1B1N1P/5PP1/R2QK2R w KQ d6 0 17,1,17,0,-2,0,0,0,0,1,7,6,-4,0,2
r2q1rk1/1bn1b2p/2pNp1pB/ppPp3n/3p4/PP1B1N1P/5PP1/R2QK2R b KQ - 1 17,0,17,2,2,0,0,0,0,-1,-9,-10,4,0,-3
r2q2k1/1bn1b2p/2pNp1pB/ppPp3n/3p4/PP1B1r1P/5PP1/R2QK2R w KQ - 0 18,1,18,0,-2,-3,0,0,0,2,2,9,-8,0,3
r2q2k1/1bn1b2p/2pNp1pB/ppPp3n/3p4/PP3r1P/4BPP1/R2QK2R b KQ - 1 18,0,18,2,2,3,0,0,0,-1,-2,-5,10,0,-2
r2q2k1/1bn1b2p/2pNprpB/ppPp3n/3p4/PP5P/4BPP1/R2QK2R w KQ - 2 19,1,19,0,-2,-3,0,0,0,2,3,10,-4,0,2
r2q2k1/1bn1b2p/2pNprpB/ppPp3n/3p1P2/PP5P/4B1P1/R2QK2R b KQ - 0 19,0,19,2,2,3,0,0,0,-1,-3,-6,2,0,-3
r2q2k1/1bn1b2p/2pNprpB/ppPp4/3p1n2/PP5P/4B1P1/R2QK2R w KQ - 0 20,1,20,0,-3,-3,0,0,0,0,1,7,-1,0,3
r2q2k1/1bn1b2p/2pNprpB/ppPp4/3p1n2/PP4PP/4B3/R2QK2R b KQ - 0 20,0,20,2,3,3,0,0,0,0,-1,-7,1,0,-3
r2q2k1/1bn1b2p/2pNprpB/ppPp4/3p4/PP4PP/4B1n1/R2QK2R w KQ - 1 21,1,21,0,-3,-3,0,0,0,-5,-6,-4,-11,-6,0
r2q2k1/1bn1b2p/2pNprpB/ppPp4/3p4/PP4PP/3KB1n1/R2Q3R b - - 2 21,0,21,2,3,3,0,0,0,1,-2,-8,4,0,-2
r2q2k1/1bn4p/2pbprpB/ppPp4/3p4/PP4PP/3KB1n1/R2Q3R w - - 0 22,1,22,0,-3,-6,0,0,0,0,-6,4,-4,0,1
r2q2k1/1bn4p/2pbprpB/ppPp4/3p4/PP4PP/3KB1n1/R5QR b - - 1 22,0,22,2,3,6,0,0,0,0,6,-5,4,-4,-2
r2q2k1/1bn4p/2p1prpB/ppbp4/3p4/PP4PP/3KB1n1/R5QR w - - 0 23,1,23,0,-4,-6,0,0,0,-1,-6,4,-4,3,2
r2q2k1/1bn4p/2p1prpB/ppbp4/1P1p4/P5PP/3KB1n1/R5QR b - - 0 23,0,23,2,4,6,0,0,0,0,6,-5,4,-3,-2
r2q2k1/1bn4p/2pbprpB/pp1p4/1P1p4/P5PP/3KB1n1/R5QR w - - 1 24,1,24,0,-4,-6,0,0,0,-2,-6,4,-4,4,2
r2q2k1/1bn4p/2pbprp1/pp1p2B1/1P1p4/P5PP/3KB1n1/R5QR b - - 2 24,0,24,2,4,6,0,0,0,3,6,-4,4,-4,0
r2q2k1/1bn4p/2pbprp1/pp1p2B1/1P1p4/P3n1PP/3KB3/R5QR w - - 3 25,1,25,0,-4,-6,0,0,0,-3,-9,4,-4,3,-1
r2q2k1/1bn4p/2pbprp1/pp1p2B1/1P1p4/P3n1PP/3KB2Q/R6R b - - 4 25,0,25,2,4,6,0,0,0,3,9,-4,-2,3,1
r2q2k1/1bn2r1p/2pbp1p1/pp1p2B1/1P1p4/P3n1PP/3KB2Q/R6R w - - 5 26,1,26,0,-4,-6,0,0,0,-3,-9,6,-1,-5,0
r2B2k1/1bn2r1p/2pbp1p1/pp1p4/1P1p4/P3n1PP/3KB2Q/R6R b - - 0 26,0,26,2,4,6,0,0,-9,4,9,-4,2,-3,0
r2B2k1/1bn2r1p/2pbp1p1/1p1p4/1p1p4/P3n1PP/3KB2Q/R6R w - - 0 27,1,27,0,-5,-6,0,0,9,-4,-9,5,-5,3,0
r2B2k1/1bn2r1p/2pbp1p1/1p1p4/1p1p4/P3n1PP/3KB2Q/5R1R b - - 1 27,0,27,2,5,6,0,0,-9,4,9,-4,5,-3,0
r2B2k1/1bn2r1p/2pbp1p1/1p1p4/1p1p4/P5PP/3KB2Q/5n1R w - - 0 28,1,28,0,-5,-6,0,-5,9,-8,-6,-7,-16,0,2
r2B2k1/1bn2r1p/2pbp1p1/1p1p4/1p1p4/P5PP/3KB2Q/5R2 b - - 0 28,0,28,2,5,3,0,5,-9,4,2,-4,5,-4,-2
r2Bn1k1/1b3r1p/2pbp1p1/1p1p4/1p1p4/P5PP/3KB2Q/5R2 w - - 1 29,1,29,0,-5,-3,0,-5,9,-4,-3,4,-6,4,2
r2Bn1k1/1b3r1p/2pbp1p1/1p1p4/1p1p2B1/P5PP/3K3Q/5R2 b - - 2 29,0,29,2,5,3,0,5,-9,5,3,-3,6,-5,-3
r2Bn1k1/1b5p/2pbp1p1/1p1p4/1p1p2B1/P5PP/3K3Q/5r2 w - - 0 30,1,30,0,-5,-3,0,-10,9,-5,-3,3,-22,5,-1
r3n1k1/1b2B2p/2pbp1p1/1p1p4/1p1p2B1/P5PP/3K3Q/5r2 b - - 1 30,0,30,2,5,3,0,10,-9,5,3,-3,22,-5,0
r3n1k1/1b2B2p/2pbp1p1/1p1p4/3p2B1/p5PP/3K3Q/5r2 w - - 0 31,1,31,0,-6,-3,0,-10,9,-7,-3,2,-21,5,0
r2Bn1k1/1b5p/2pbp1p1/1p1p4/3p2B1/p5PP/3K3Q/5r2 b - - 1 31,0,31,2,6,3,0,10,-9,7,3,-2,21,-5,1
3rn1k1/1b5p/2pbp1p1/1p1p4/3p2B1/p5PP/3K3Q/5r2 w - - 0 32,1,32,0,-6,-3,-3,-10,9,-7,-3,-6,-18,5,-1
3rn1k1/1b5p/2pbp1p1/1p1p4/3p4/p5PP/3KB2Q/5r2 b - - 1 32,0,32,2,6,3,3,10,-9,6,3,4,18,-4,2
3rn1k1/1b3r1p/2pbp1p1/1p1p4/3p4/p5PP/3KB2Q/8 w - - 2 33,1,33,0,-6,-3,-3,-10,9,-6,-3,-4,-15,4,2
3rn1k1/1b3r1p/2pbp1p1/1p1p4/3p4/p5PP/2K1B2Q/8 b - - 3 33,0,33,2,6,3,3,10,-9,6,3,4,15,-4,-3
4n1k1/1b1r1r1p/2pbp1p1/1p1p4/3p4/p5PP/2K1B2Q/8 w - - 4 34,1,34,0,-6,-3,-3,-10,9,-6,-3,-4,-12,4,3
4n1k1/1b1r1r1p/2pbp1p1/1p1p4/3p2B1/p5PP/2K4Q/8 b - - 5 34,0,34,2,6,3,3,10,-9,7,3,6,12,-6,-3
6k1/1b1r1rnp/2pbp1p1/1p1p4/3p2B1/p5PP/2K4Q/8 w - - 6 35,1,35,0,-6,-3,-3,-10,9,-7,-3,-6,-11,6,4
6k1/1b1r1rnp/2pbp1p1/1p1p4/3p2B1/pK4PP/7Q/8 b - - 7 35,0,35,2,6,3,3,10,-9,7,3,6,11,-9,0
5bk1/1b1r1rnp/2p1p1p1/1p1p4/3p2B1/pK4PP/7Q/8 w - - 8 36,1,36,0,-6,-3,-3,-10,9,-7,-3,-1,-11,9,1
