board,turn,move_num,result
8/4R3/5r1k/p2r4/2R2pP1/P4K2/2P5/8 w - - 3 43,1,43,1
8/8/5r1k/p2r4/2R2pP1/P4K2/2P5/4R3 b - - 4 43,0,43,1
8/8/5r2/p2r2k1/2R2pP1/P4K2/2P5/4R3 w - - 5 44,1,44,1
8/2R5/5r2/p2r2k1/5pP1/P4K2/2P5/4R3 b - - 6 44,0,44,1
8/2R5/5r2/p5k1/3r1pP1/P4K2/2P5/4R3 w - - 7 45,1,45,1
2R5/8/5r2/p5k1/3r1pP1/P4K2/2P5/4R3 b - - 8 45,0,45,1
2R5/8/3r4/p5k1/3r1pP1/P4K2/2P5/4R3 w - - 9 46,1,46,1
2R5/8/3r4/p3R1k1/3r1pP1/P4K2/2P5/8 b - - 10 46,0,46,1
2R5/8/3r3k/p3R3/3r1pP1/P4K2/2P5/8 w - - 11 47,1,47,1
2R5/8/3r3k/p6R/3r1pP1/P4K2/2P5/8 b - - 12 47,0,47,1
2R5/8/3r2k1/p6R/3r1pP1/P4K2/2P5/8 w - - 13 48,1,48,1
2R5/8/3r2k1/R7/3r1pP1/P4K2/2P5/8 b - - 0 48,0,48,1
2R5/8/5rk1/R7/3r1pP1/P4K2/2P5/8 w - - 1 49,1,49,1
2R5/8/5rk1/R5P1/3r1p2/P4K2/2P5/8 b - - 0 49,0,49,1
2R5/8/4r1k1/R5P1/3r1p2/P4K2/2P5/8 w - - 1 50,1,50,1
2R5/8/4r1k1/R5P1/3r1pK1/P7/2P5/8 b - - 2 50,0,50,1
2R5/8/4r1k1/R5P1/4rpK1/P7/2P5/8 w - - 3 51,1,51,1
6R1/8/4r1k1/R5P1/4rpK1/P7/2P5/8 b - - 4 51,0,51,1
6R1/7k/4r3/R5P1/4rpK1/P7/2P5/8 w - - 5 52,1,52,1
1R6/7k/4r3/R5P1/4rpK1/P7/2P5/8 b - - 6 52,0,52,1
1R6/7k/4r3/R5P1/4r1K1/P4p2/2P5/8 w - - 0 53,1,53,1
1R6/7k/4r3/R5P1/4r3/P4pK1/2P5/8 b - - 1 53,0,53,1
1R6/8/4r1k1/R5P1/4r3/P4pK1/2P5/8 w - - 2 54,1,54,1
6R1/8/4r1k1/R5P1/4r3/P4pK1/2P5/8 b - - 3 54,0,54,1
6R1/7k/4r3/R5P1/4r3/P4pK1/2P5/8 w - - 4 55,1,55,1
5R2/7k/4r3/R5P1/4r3/P4pK1/2P5/8 b - - 5 55,0,55,1
5R2/7k/4r3/R5P1/8/P4pK1/2P1r3/8 w - - 6 56,1,56,1
8/7k/4r3/R5P1/8/P4RK1/2P1r3/8 b - - 0 56,0,56,1
8/7k/4r3/R5P1/8/P4RK1/2r5/8 w - - 0 57,1,57,1
8/7k/4r3/1R4P1/8/P4RK1/2r5/8 b - - 1 57,0,57,1
8/7k/4r3/1R4P1/8/P4RK1/8/2r5 w - - 2 58,1,58,1
8/7k/4r3/1R4P1/P7/5RK1/8/2r5 b - - 0 58,0,58,1
8/7k/4r3/1R4P1/P7/5RK1/8/r7 w - - 1 59,1,59,1
8/7k/4r3/1R4P1/P4R2/6K1/8/r7 b - - 2 59,0,59,1
8/7k/r7/1R4P1/P4R2/6K1/8/r7 w - - 3 60,1,60,1
8/7k/r7/4R1P1/P4R2/6K1/8/r7 b - - 4 60,0,60,1
8/6k1/r7/4R1P1/P4R2/6K1/8/r7 w - - 5 61,1,61,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,1,0
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1,2,2
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0
rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2
rnbqkbnr/ppp2ppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 1 3,0,3,0
r1bqkbnr/pppn1ppp/3pp3/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 4,1,4,2
r1bqkbnr/pppn1ppp/3pp3/8/3PP3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 3 4,0,4,0
r1bqkbnr/pppn1ppp/3p4/4p3/3PP3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,1,5,2
r1bqkbnr/pppn1ppp/3p4/4P3/4P3/3B1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,0,5,0
r1bqkbnr/ppp2ppp/3p4/4n3/4P3/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,1,6,2
r1bqkbnr/ppp2ppp/3p4/4n3/4P3/3B1N2/PPPB1PPP/RN1QK2R b KQkq - 1 6,0,6,0
r1bqkb1r/ppp2ppp/3p1n2/4n3/4P3/3B1N2/PPPB1PPP/RN1QK2R w KQkq - 2 7,1,7,2
r1bqkb1r/ppp2ppp/3p1n2/4n3/4P3/2NB1N2/PPPB1PPP/R2QK2R b KQkq - 3 7,0,7,0
r1bqk2r/ppp1bppp/3p1n2/4n3/4P3/2NB1N2/PPPB1PPP/R2QK2R w KQkq - 4 8,1,8,2
r1bqk2r/ppp1bppp/3p1n2/4N3/4P3/2NB4/PPPB1PPP/R2QK2R b KQkq - 0 8,0,8,0
r1bqk2r/ppp1bppp/5n2/4p3/4P3/2NB4/PPPB1PPP/R2QK2R w KQkq - 0 9,1,9,2
r1bqk2r/ppp1bppp/5n2/4p3/P3P3/2NB4/1PPB1PPP/R2QK2R b KQkq - 0 9,0,9,0
r1bq1rk1/ppp1bppp/5n2/4p3/P3P3/2NB4/1PPB1PPP/R2QK2R w KQ - 1 10,1,10,2
r1bq1rk1/ppp1bppp/5n2/4p3/P3P3/2NB3P/1PPB1PP1/R2QK2R b KQ - 0 10,0,10,0
r1bq1rk1/1pp1bppp/5n2/p3p3/P3P3/2NB3P/1PPB1PP1/R2QK2R w KQ - 0 11,1,11,2
r1bq1rk1/1pp1bppp/5n2/p3p3/P3P3/2NB1Q1P/1PPB1PP1/R3K2R b KQ - 1 11,0,11,0
r2q1rk1/1ppbbppp/5n2/p3p3/P3P3/2NB1Q1P/1PPB1PP1/R3K2R w KQ - 2 12,1,12,2
r2q1rk1/1ppbbppp/5n2/p3p3/P3P3/2NB3P/1PPBQPP1/R3K2R b KQ - 3 12,0,12,0
r2q1rk1/1ppb1ppp/5n2/p3p3/Pb2P3/2NB3P/1PPBQPP1/R3K2R w KQ - 4 13,1,13,2
r2q1rk1/1ppb1ppp/5n2/p3p3/Pb2PP2/2NB3P/1PPBQ1P1/R3K2R b KQ - 0 13,0,13,0
r3qrk1/1ppb1ppp/5n2/p3p3/Pb2PP2/2NB3P/1PPBQ1P1/R3K2R w KQ - 1 14,1,14,2
r3qrk1/1ppb1ppp/5n2/p3p3/Pb2PP2/2NB3P/1PPBQ1P1/R4RK1 b - - 2 14,0,14,0
r4rk1/1ppbqppp/5n2/p3p3/Pb2PP2/2NB3P/1PPBQ1P1/R4RK1 w - - 3 15,1,15,2
r4rk1/1ppbqppp/5n2/p3p3/Pb2PP2/2NB3P/1PPBQ1PK/R4R2 b - - 4 15,0,15,0
r4rk1/1pp1qppp/2b2n2/p3p3/Pb2PP2/2NB3P/1PPBQ1PK/R4R2 w - - 5 16,1,16,2
r4rk1/1pp1qppp/2b2n2/p3pP2/Pb2P3/2NB3P/1PPBQ1PK/R4R2 b - - 0 16,0,16,0
3r1rk1/1pp1qppp/2b2n2/p3pP2/Pb2P3/2NB3P/1PPBQ1PK/R4R2 w - - 1 17,1,17,2
3r1rk1/1pp1qppp/2b2n2/p3pP2/Pb2P1P1/2NB3P/1PPBQ2K/R4R2 b - - 0 17,0,17,0
3r1rk1/1pp1qpp1/2b2n1p/p3pP2/Pb2P1P1/2NB3P/1PPBQ2K/R4R2 w - - 0 18,1,18,2
3r1rk1/1pp1qpp1/2b2n1p/p3pPP1/Pb2P3/2NB3P/1PPBQ2K/R4R2 b - - 0 18,0,18,0
5rk1/1pp1qpp1/2b2n1p/p3pPP1/Pb2P3/2Nr3P/1PPBQ2K/R4R2 w - - 0 19,1,19,2
5rk1/1pp1qpp1/2b2n1p/p3pPP1/Pb2P3/2NP3P/1P1BQ2K/R4R2 b - - 0 19,0,19,0
5rk1/1pp1qpp1/2b2n1p/p3pPP1/P3P3/2bP3P/1P1BQ2K/R4R2 w - - 0 20,1,20,2
5rk1/1pp1qpp1/2b2P1p/p3pP2/P3P3/2bP3P/1P1BQ2K/R4R2 b - - 0 20,0,20,0
5rk1/1pp2pp1/2b2P1p/p3pP2/Pq2P3/2bP3P/1P1BQ2K/R4R2 w - - 1 21,1,21,2
5rk1/1pp2pp1/2b2P1p/p3pP2/Pq2P3/2BP3P/1P2Q2K/R4R2 b - - 0 21,0,21,0
5rk1/1pp2pp1/2b2P1p/p1q1pP2/P3P3/2BP3P/1P2Q2K/R4R2 w - - 1 22,1,22,2
5rk1/1pp2pP1/2b4p/p1q1pP2/P3P3/2BP3P/1P2Q2K/R4R2 b - - 0 22,0,22,0
5r2/1pp2pk1/2b4p/p1q1pP2/P3P3/2BP3P/1P2Q2K/R4R2 w - - 0 23,1,23,2
5r2/1pp2pk1/2b4p/p1q1pP2/P3P3/2BP3P/1P3Q1K/R4R2 b - - 1 23,0,23,0
6r1/1pp2pk1/2b4p/p1q1pP2/P3P3/2BP3P/1P3Q1K/R4R2 w - - 2 24,1,24,2
6r1/1pp2pk1/2b4p/p1Q1pP2/P3P3/2BP3P/1P5K/R4R2 b - - 0 24,0,24,0
6r1/1pp2pk1/2b5/p1Q1pP1p/P3P3/2BP3P/1P5K/R4R2 w - - 0 25,1,25,2
6r1/1pp2pk1/2b5/p3pP1p/P3P3/2BP3P/1P3Q1K/R4R2 b - - 1 25,0,25,0
6r1/1pp2p1k/2b5/p3pP1p/P3P3/2BP3P/1P3Q1K/R4R2 w - - 2 26,1,26,2
6r1/1pp2p1k/2b5/p3pP1p/P3P2P/2BP4/1P3Q1K/R4R2 b - - 0 26,0,26,0
6r1/1pp4k/2b2p2/p3pP1p/P3P2P/2BP4/1P3Q1K/R4R2 w - - 0 27,1,27,2
6r1/1pp4k/2b2p2/p3pP1p/P3P2P/2BP4/RP3Q1K/5R2 b - - 1 27,0,27,0
6r1/2p4k/1pb2p2/p3pP1p/P3P2P/2BP4/RP3Q1K/5R2 w - - 0 28,1,28,2
6r1/2p4k/1pb2p2/p3BP1p/P3P2P/3P4/RP3Q1K/5R2 b - - 0 28,0,28,0
6r1/2p4k/1pb5/p3pP1p/P3P2P/3P4/RP3Q1K/5R2 w - - 0 29,1,29,2
6r1/2p4k/1pb5/p3pP1p/P3P2P/1P1P4/R4Q1K/5R2 b - - 0 29,0,29,0
8/2p3rk/1pb5/p3pP1p/P3P2P/1P1P4/R4Q1K/5R2 w - - 1 30,1,30,2
8/2p3rk/1pb5/p3pP1p/P3P2P/1P1P1Q2/R6K/5R2 b - - 2 30,0,30,0
8/2p4k/1pb5/p3pP1p/P3P1rP/1P1P1Q2/R6K/5R2 w - - 3 31,1,31,2
8/2p4k/1pb5/p3pP1p/P3P1rP/1P1P3Q/R6K/5R2 b - - 4 31,0,31,0
8/2pb3k/1p6/p3pP1p/P3P1rP/1P1P3Q/R6K/5R2 w - - 5 32,1,32,2
8/2pb3k/1p6/p3pP1p/P3P1QP/1P1P4/R6K/5R2 b - - 0 32,0,32,0
8/2pb3k/1p6/p3pP2/P3P1pP/1P1P4/R6K/5R2 w - - 0 33,1,33,2
8/2pb3k/1p6/p3pP2/P3P1pP/1P1P4/R5K1/5R2 b - - 1 33,0,33,0
8/2pb4/1p5k/p3pP2/P3P1pP/1P1P4/R5K1/5R2 w - - 2 34,1,34,2
8/2pb4/1p3P1k/p3p3/P3P1pP/1P1P4/R5K1/5R2 b - - 0 34,0,34,0
8/2pb4/1p3P1k/p3p3/P3P2P/1P1P2p1/R5K1/5R2 w - - 0 35,1,35,2
8/2pb4/1p3P1k/p3p3/P3P2P/1P1P2K1/R7/5R2 b - - 0 35,0,35,0
8/2pb4/5P1k/pp2p3/P3P2P/1P1P2K1/R7/5R2 w - - 0 36,1,36,2
8/2pb1P2/7k/pp2p3/P3P2P/1P1P2K1/R7/5R2 b - - 0 36,0,36,0
8/2pb1P1k/8/pp2p3/P3P2P/1P1P2K1/R7/5R2 w - - 1 37,1,37,2
8/2pb1P1k/8/pP2p3/4P2P/1P1P2K1/R7/5R2 b - - 0 37,0,37,0
8/2p2P1k/2b5/pP2p3/4P2P/1P1P2K1/R7/5R2 w - - 1 38,1,38,2
8/2p2P1k/2b5/pP2p3/4P2P/1P1P1RK1/R7/8 b - - 2 38,0,38,0
8/2pb1P1k/8/pP2p3/4P2P/1P1P1RK1/R7/8 w - - 3 39,1,39,2
8/2pb1P1k/8/pP2p3/4P2P/1P1P2K1/R4R2/8 b - - 4 39,0,39,0
8/2p2P1k/8/pb2p3/4P2P/1P1P2K1/R4R2/8 w - - 0 40,1,40,2
5Q2/2p4k/8/pb2p3/4P2P/1P1P2K1/R4R2/8 b - - 0 40,0,40,0
5Q2/7k/8/pbp1p3/4P2P/1P1P2K1/R4R2/8 w - - 0 41,1,41,2
5Q2/7k/5R2/pbp1p3/4P2P/1P1P2K1/R7/8 b - - 1 41,0,41,0
5Q2/7k/5R2/p1p1p3/b3P2P/1P1P2K1/R7/8 w - - 2 42,1,42,2
5Q2/7k/7R/p1p1p3/b3P2P/1P1P2K1/R7/8 b - - 3 42,0,42,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0,1,0
rnbqkbnr/pp1ppppp/8/2p5/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,1,2,2
rnbqkbnr/pp1ppppp/8/2p5/8/2P2N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,0,2,0
r1bqkbnr/pp1ppppp/2n5/2p5/8/2P2N2/PP1PPPPP/RNBQKB1R w KQkq - 1 3,1,3,2
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,0,3,0
r1bqkbnr/pp2pppp/2n5/2pp4/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,1,4,2
r1bqkbnr/pp2pppp/2n5/2ppP3/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,0,4,0
r2qkbnr/pp2pppp/2n5/2ppP3/6b1/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 5,1,5,2
r2qkbnr/pp2pppp/2n5/1BppP3/6b1/2P2N2/PP1P1PPP/RNBQK2R b KQkq - 2 5,0,5,0
r2qkbnr/pp1bpppp/2n5/1BppP3/8/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 3 6,1,6,2
r2qkbnr/pp1bpppp/2n5/1BppP3/8/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 6,0,6,0
r2qkbnr/pp1b1ppp/2n1p3/1BppP3/8/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 7,1,7,2
r2qkbnr/pp1b1ppp/2n1p3/1BppP3/8/2PP1N2/PP3PPP/RNBQ1RK1 b kq - 1 7,0,7,0
r2qkbnr/pp1b1ppp/4p3/1Bppn3/8/2PP1N2/PP3PPP/RNBQ1RK1 w kq - 0 8,1,8,2
r2qkbnr/pp1b1ppp/4p3/1Bppn1B1/8/2PP1N2/PP3PPP/RN1Q1RK1 b kq - 1 8,0,8,0
r2qkbnr/pp1b1ppp/4p3/1Bpp2B1/8/2PP1n2/PP3PPP/RN1Q1RK1 w kq - 0 9,1,9,2
r2qkbnr/pp1b1ppp/4p3/1Bpp2B1/8/2PP1Q2/PP3PPP/RN3RK1 b kq - 0 9,0,9,0
r3kbnr/pp1b1ppp/4p3/1Bpp2q1/8/2PP1Q2/PP3PPP/RN3RK1 w kq - 0 10,1,10,2
r3kbnr/pp1b1ppp/4p3/1Bpp2q1/8/2PP2Q1/PP3PPP/RN3RK1 b kq - 1 10,0,10,0
r3kbnr/pp1b1ppp/4p3/1Bpp4/8/2PP2q1/PP3PPP/RN3RK1 w kq - 0 11,1,11,2
r3kbnr/pp1b1ppp/4p3/1Bpp4/8/2PP2P1/PP4PP/RN3RK1 b kq - 0 11,0,11,0
r3kbnr/pp3ppp/4p3/1bpp4/8/2PP2P1/PP4PP/RN3RK1 w kq - 0 12,1,12,2
r3kbnr/pp3ppp/4p3/1bpp4/8/2PP2P1/PP4PP/RN1R2K1 b kq - 1 12,0,12,0
r3kb1r/pp3ppp/4p2n/1bpp4/8/2PP2P1/PP4PP/RN1R2K1 w kq - 2 13,1,13,2
r3kb1r/pp3ppp/4p2n/1bpp4/2P5/3P2P1/PP4PP/RN1R2K1 b kq - 0 13,0,13,0
r3kb1r/pp3ppp/4p2n/1bp5/2p5/3P2P1/PP4PP/RN1R2K1 w kq - 0 14,1,14,2
r3kb1r/pp3ppp/4p2n/1bp5/2P5/6P1/PP4PP/RN1R2K1 b kq - 0 14,0,14,0
r3kb1r/pp1b1ppp/4p2n/2p5/2P5/6P1/PP4PP/RN1R2K1 w kq - 1 15,1,15,2
r3kb1r/pp1b1ppp/4p2n/2p5/2P3P1/8/PP4PP/RN1R2K1 b kq - 0 15,0,15,0
r3kb1r/pp3ppp/2b1p2n/2p5/2P3P1/8/PP4PP/RN1R2K1 w kq - 1 16,1,16,2
r3kb1r/pp3ppp/2b1p2n/2p5/2P3P1/2N5/PP4PP/R2R2K1 b kq - 2 16,0,16,0
r3kbr1/pp3ppp/2b1p2n/2p5/2P3P1/2N5/PP4PP/R2R2K1 w q - 3 17,1,17,2
r3kbr1/pp3ppp/2b1p2n/2p5/2P3P1/2N4P/PP4P1/R2R2K1 b q - 0 17,0,17,0
r3kbr1/1p3ppp/p1b1p2n/2p5/2P3P1/2N4P/PP4P1/R2R2K1 w q - 0 18,1,18,2
r3kbr1/1p3ppp/p1b1p2n/2p5/2P3P1/2N4P/PP4P1/R3R1K1 b q - 1 18,0,18,0
r4br1/1p2kppp/p1b1p2n/2p5/2P3P1/2N4P/PP4P1/R3R1K1 w - - 2 19,1,19,2
r4br1/1p2kppp/p1b1p2n/2p5/2P1N1P1/7P/PP4P1/R3R1K1 b - - 3 19,0,19,0
r4br1/4kppp/ppb1p2n/2p5/2P1N1P1/7P/PP4P1/R3R1K1 w - - 0 20,1,20,2
r4br1/4kppp/ppbNp2n/2p5/2P3P1/7P/PP4P1/R3R1K1 b - - 1 20,0,20,0
r4br1/4kp1p/ppbNp2n/2p3p1/2P3P1/7P/PP4P1/R3R1K1 w - - 0 21,1,21,2
r4br1/4kp1p/ppb1p2n/2p3p1/2P1N1P1/7P/PP4P1/R3R1K1 b - - 1 21,0,21,0
r4br1/4kp1p/pp2p2n/2p3p1/2P1b1P1/7P/PP4P1/R3R1K1 w - - 0 22,1,22,2
r4br1/4kp1p/pp2p2n/2p3p1/2P1R1P1/7P/PP4P1/R5K1 b - - 0 22,0,22,0
3r1br1/4kp1p/pp2p2n/2p3p1/2P1R1P1/7P/PP4P1/R5K1 w - - 1 23,1,23,2
3r1br1/4kp1p/pp2p2n/2p3p1/2P1R1P1/7P/PP4P1/5RK1 b - - 2 23,0,23,0
3r1br1/4k2p/pp2pp1n/2p3p1/2P1R1P1/7P/PP4P1/5RK1 w - - 0 24,1,24,2
3r1br1/4k2p/pp2pp1n/2p3p1/2P3P1/7P/PP4P1/4RRK1 b - - 1 24,0,24,0
3r1br1/5k1p/pp2pp1n/2p3p1/2P3P1/7P/PP4P1/4RRK1 w - - 2 25,1,25,2
3r1br1/5k1p/pp2pp1n/2p3p1/2P3P1/5R1P/PP4P1/4R1K1 b - - 3 25,0,25,0
3r2r1/4bk1p/pp2pp1n/2p3p1/2P3P1/5R1P/PP4P1/4R1K1 w - - 4 26,1,26,2
3r2r1/4bk1p/pp2pp1n/2p3p1/2P3P1/7P/PP4P1/4RRK1 b - - 5 26,0,26,0
3r2r1/5k1p/pp1bpp1n/2p3p1/2P3P1/7P/PP4P1/4RRK1 w - - 6 27,1,27,2
3r2r1/5k1p/pp1bpp1n/2p3p1/P1P3P1/7P/1P4P1/4RRK1 b - - 0 27,0,27,0
1b1r2r1/5k1p/pp2pp1n/2p3p1/P1P3P1/7P/1P4P1/4RRK1 w - - 1 28,1,28,2
1b1r2r1/5k1p/pp2pp1n/2p3p1/P1P3P1/6PP/1P6/4RRK1 b - - 0 28,0,28,0
3r2r1/5k1p/pp1bpp1n/2p3p1/P1P3P1/6PP/1P6/4RRK1 w - - 1 29,1,29,2
3r2r1/5k1p/pp1bpp1n/2p3p1/P1P3P1/6PP/1P5K/4RR2 b - - 2 29,0,29,0
3r1r2/5k1p/pp1bpp1n/2p3p1/P1P3P1/6PP/1P5K/4RR2 w - - 3 30,1,30,2
3r1r2/5k1p/pp1bpp1n/2p3p1/P1P3P1/6PP/1P3R1K/4R3 b - - 4 30,0,30,0
3r1r2/5k1p/1p1bpp1n/p1p3p1/P1P3P1/6PP/1P3R1K/4R3 w - - 0 31,1,31,2
3r1r2/5k1p/1p1bpp1n/p1p3p1/P1P3P1/6PP/1P3RK1/4R3 b - - 1 31,0,31,0
1b1r1r2/5k1p/1p2pp1n/p1p3p1/P1P3P1/6PP/1P3RK1/4R3 w - - 2 32,1,32,2
1b1r1r2/5k1p/1p2pp1n/p1p3p1/P1P3P1/6PP/1P4K1/4RR2 b - - 3 32,0,32,0
1b1r1r2/5k1p/1p3p1n/p1p1p1p1/P1P3P1/6PP/1P4K1/4RR2 w - - 0 33,1,33,2
1b1r1r2/5k1p/1p3p1n/p1p1p1p1/P1P3P1/6PP/1P4K1/R4R2 b - - 1 33,0,33,0
1b1r1r2/5k1p/1p3p1n/p1p3p1/P1P1p1P1/6PP/1P4K1/R4R2 w - - 0 34,1,34,2
1b1r1r2/5k1p/1p3p1n/p1p3p1/P1P1p1P1/6PP/1P4K1/3R1R2 b - - 1 34,0,34,0
3r1r2/5k1p/1p3p1n/p1p1b1p1/P1P1p1P1/6PP/1P4K1/3R1R2 w - - 2 35,1,35,2
3r1r2/5k1p/1p3p1n/p1pRb1p1/P1P1p1P1/6PP/1P4K1/5R2 b - - 3 35,0,35,0
3rr3/5k1p/1p3p1n/p1pRb1p1/P1P1p1P1/6PP/1P4K1/5R2 w - - 4 36,1,36,2
3rr3/5k1p/1p3p1n/p1pRb1p1/P1P1p1P1/6PP/1P4K1/3R4 b - - 5 36,0,36,0
3rr3/5k1p/1p3p1n/p1pR2p1/P1Pbp1P1/6PP/1P4K1/3R4 w - - 6 37,1,37,2
3rr3/5k1p/1p3p1n/p1pR2p1/P1Pbp1P1/6PP/1P4K1/R7 b - - 7 37,0,37,0
3rr3/5k1p/1p3p1n/p1pR2p1/P1Pb2P1/4p1PP/1P4K1/R7 w - - 0 38,1,38,2
3Rr3/5k1p/1p3p1n/p1p3p1/P1Pb2P1/4p1PP/1P4K1/R7 b - - 0 38,0,38,0
3r4/5k1p/1p3p1n/p1p3p1/P1Pb2P1/4p1PP/1P4K1/R7 w - - 0 39,1,39,2
3r4/5k1p/1p3p1n/p1p3p1/P1Pb2P1/4p1PP/1P6/R4K2 b - - 1 39,0,39,0
3r4/5k1p/1p3p1n/p1p3p1/P1P3P1/4p1PP/1b6/R4K2 w - - 0 40,1,40,2
3r4/5k1p/1p3p1n/p1p3p1/P1P3P1/4p1PP/1b6/1R3K2 b - - 1 40,0,40,0
3r4/5k1p/5p1n/ppp3p1/P1P3P1/4p1PP/1b6/1R3K2 w - - 0 41,1,41,2
3r4/5k1p/5p1n/ppp3p1/P1P3P1/4p1PP/1b2K3/1R6 b - - 1 41,0,41,0
3r4/5k1p/5p1n/ppp3p1/P1P3P1/2b1p1PP/4K3/1R6 w - - 2 42,1,42,2
3r4/5k1p/5p1n/pPp3p1/2P3P1/2b1p1PP/4K3/1R6 b - - 0 42,0,42,0
3r4/5k1p/5p1n/1Pp3p1/p1P3P1/2b1p1PP/4K3/1R6 w - - 0 43,1,43,2
3r4/5k1p/5p1n/1Pp3p1/p1P3P1/2b1p1PP/4K3/3R4 b - - 1 43,0,43,0
4r3/5k1p/5p1n/1Pp3p1/p1P3P1/2b1p1PP/4K3/3R4 w - - 2 44,1,44,2
4r3/3R1k1p/5p1n/1Pp3p1/p1P3P1/2b1p1PP/4K3/8 b - - 3 44,0,44,0
4r3/3R3p/4kp1n/1Pp3p1/p1P3P1/2b1p1PP/4K3/8 w - - 4 45,1,45,2
4r3/7p/4kp1n/1Pp3p1/p1P3P1/2bRp1PP/4K3/8 b - - 5 45,0,45,0
4r3/7p/4kp1n/1Pp3p1/p1Pb2P1/3Rp1PP/4K3/8 w - - 6 46,1,46,2
4r3/7p/4kp1n/1Pp3p1/p1Pb2P1/R3p1PP/4K3/8 b - - 7 46,0,46,0
4r3/5n1p/4kp2/1Pp3p1/p1Pb2P1/R3p1PP/4K3/8 w - - 8 47,1,47,2
4r3/5n1p/1P2kp2/2p3p1/p1Pb2P1/R3p1PP/4K3/8 b - - 0 47,0,47,0
4r3/7p/1P1nkp2/2p3p1/p1Pb2P1/R3p1PP/4K3/8 w - - 1 48,1,48,2
4r3/7p/1P1nkp2/2p3p1/p1Pb2P1/R3p1PP/8/3K4 b - - 2 48,0,48,0
1r6/7p/1P1nkp2/2p3p1/p1Pb2P1/R3p1PP/8/3K4 w - - 3 49,1,49,2
1r6/7p/1P1nkp2/2p3p1/p1Pb2P1/R3p1PP/8/2K5 b - - 4 49,0,49,0
1r6/7p/1P1n1p2/2p1k1p1/p1Pb2P1/R3p1PP/8/2K5 w - - 5 50,1,50,2
1r6/7p/1P1n1p2/2p1k1p1/R1Pb2P1/4p1PP/8/2K5 b - - 0 50,0,50,0
8/1r5p/1P1n1p2/2p1k1p1/R1Pb2P1/4p1PP/8/2K5 w - - 1 51,1,51,2
8/Rr5p/1P1n1p2/2p1k1p1/2Pb2P1/4p1PP/8/2K5 b - - 2 51,0,51,0
1r6/R6p/1P1n1p2/2p1k1p1/2Pb2P1/4p1PP/8/2K5 w - - 3 52,1,52,2
1r6/4R2p/1P1n1p2/2p1k1p1/2Pb2P1/4p1PP/8/2K5 b - - 4 52,0,52,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0,1,2
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,1,2,0
rnbqkbnr/pppp1ppp/8/4p3/2P5/4P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2,0,2,2
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/4P3/PP1P1PPP/RNBQKBNR w KQkq - 1 3,1,3,0
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N1P3/PP1P1PPP/R1BQKBNR b KQkq - 2 3,0,3,2
rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N1P3/PP1P1PPP/R1BQKBNR w KQkq - 0 4,1,4,0
rnbqkb1r/ppp2ppp/5n2/3pp3/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 4,0,4,2
rnbqkb1r/ppp2ppp/5n2/4p3/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,1,5,0
